#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#362 - >WHL22.106048.0	superfamily	149417	1	226	3.85716e-39	143.886	cl07093	CTNNB1_binding superfamily	 - 	 - 
Q#363 - >WHL22.16487.2	superfamily	209873	183	237	7.02272e-18	78.8881	cl14615	PI-PLCc_GDPD_SF superfamily	C	 - 
Q#366 - >WHL22.63991.0	superfamily	207601	271	372	6.61784e-11	61.0564	cl02459	PAS superfamily	 - 	 - 
Q#366 - >WHL22.63991.0	superfamily	207601	101	201	2.32549e-07	50.2708	cl02459	PAS superfamily	 - 	 - 
Q#366 - >WHL22.63991.0	superfamily	206824	3	60	6.91178e-06	45.2146	cl00081	HLH superfamily	 - 	 - 
Q#367 - >WHL22.723529.0	superfamily	199325	3	502	0	869.434	cl00554	NAD_binding_5 superfamily	 - 	 - 
Q#368 - >WHL22.67357.0	superfamily	198558	1	108	3.70661e-34	118.894	cl00271	PI3Ka superfamily	N	 - 
Q#369 - >WHL22.663080.0	superfamily	211466	20	374	3.74888e-154	442.683	cl14876	Zinc_peptidase_like superfamily	 - 	 - 
Q#370 - >WHL22.165194.3	superfamily	192487	92	307	6.17072e-59	192.234	cl10912	DUF2215 superfamily	 - 	 - 
Q#372 - >WHL22.437786.0	superfamily	207667	75	232	1.83112e-49	175.493	cl02608	BAH superfamily	 - 	 - 
Q#372 - >WHL22.437786.0	superfamily	198541	431	477	4.47604e-11	61.1636	cl00158	ZnF_GATA superfamily	 - 	 - 
Q#372 - >WHL22.437786.0	superfamily	201801	217	270	3.46202e-05	43.7582	cl03218	ELM2 superfamily	 - 	 - 
Q#372 - >WHL22.437786.0	superfamily	210179	327	371	0.000275563	40.9218	cl15779	SANT superfamily	 - 	 - 
Q#375 - >WHL22.738050.1	superfamily	191228	129	198	8.08216e-08	48.6089	cl04980	IF3_N superfamily	 - 	 - 
Q#375 - >WHL22.738050.1	superfamily	201407	206	290	2.55976e-06	44.3297	cl02938	IF3_C superfamily	 - 	 - 
Q#376 - >WHL22.25207.2	superfamily	207651	375	563	4.34706e-87	282.234	cl02570	RhoGAP superfamily	 - 	 - 
Q#376 - >WHL22.25207.2	superfamily	207644	118	236	7.71033e-40	145.328	cl02563	PX_domain superfamily	 - 	 - 
Q#376 - >WHL22.25207.2	superfamily	210081	270	322	8.77804e-08	50.9021	cl15350	SH3 superfamily	 - 	 - 
Q#378 - >WHL22.225144.5	superfamily	198480	718	818	2.2685e-14	70.8618	cl00049	CUB superfamily	 - 	 - 
Q#378 - >WHL22.225144.5	superfamily	209104	588	624	0.00181468	37.1727	cl09941	EGF_CA superfamily	 - 	 - 
Q#378 - >WHL22.225144.5	superfamily	209104	665	700	0.00254131	36.7875	cl09941	EGF_CA superfamily	 - 	 - 
Q#379 - >WHL22.198511.2	superfamily	150820	16	306	7.47834e-60	198.519	cl10894	DuoxA superfamily	 - 	 - 
Q#379 - >WHL22.198511.2	superfamily	116672	344	424	0.000671502	38.1505	cl06894	K167R superfamily	C	 - 
Q#381 - >WHL22.2460.2	superfamily	209413	2	168	5.61108e-46	158.409	cl12013	BAR superfamily	N	 - 
Q#381 - >WHL22.2460.2	superfamily	210081	291	343	1.96305e-13	64.384	cl15350	SH3 superfamily	 - 	 - 
Q#382 - >WHL22.126920.0	superfamily	207741	85	189	2.93988e-13	64.5958	cl02808	RT_like superfamily	C	 - 
Q#383 - >WHL22.240586.0	superfamily	207648	50	396	2.26612e-24	103.151	cl02567	WD40 superfamily	 - 	 - 
Q#383 - >WHL22.240586.0	superfamily	207648	290	576	2.22259e-17	81.9651	cl02567	WD40 superfamily	 - 	 - 
Q#385 - >WHL22.661870.1	superfamily	198480	189	301	7.15523e-33	118.627	cl00049	CUB superfamily	 - 	 - 
Q#385 - >WHL22.661870.1	superfamily	198480	74	183	1.38503e-31	115.16	cl00049	CUB superfamily	 - 	 - 
Q#385 - >WHL22.661870.1	superfamily	209143	1	29	1.59723e-07	50.2692	cl10459	Peptidases_S8_S53 superfamily	N	 - 
Q#386 - >WHL22.452802.0	superfamily	206963	1	273	1.28897e-130	378.327	cl00292	AANH_like superfamily	 - 	 - 
Q#387 - >WHL22.239484.0	superfamily	207726	105	192	6.7261e-40	134.299	cl02776	GST_C_family superfamily	C	 - 
Q#387 - >WHL22.239484.0	superfamily	212209	5	77	2.86029e-27	99.5317	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#389 - >WHL22.602094.1	superfamily	212291	15	193	2.23213e-115	330.231	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#390 - >WHL22.65858.0	superfamily	211458	6	153	4.31259e-23	95.1224	cl10013	Glycosyltransferase_GTB_type superfamily	N	 - 
Q#391 - >WHL22.485427.0	superfamily	146263	295	413	2.01985e-56	189.438	cl04138	SK_channel superfamily	 - 	 - 
Q#391 - >WHL22.485427.0	superfamily	198825	585	660	9.95177e-35	127.915	cl03763	CaMBD superfamily	 - 	 - 
Q#391 - >WHL22.485427.0	superfamily	209363	497	567	3.34345e-12	63.4037	cl11596	Ion_trans_2 superfamily	 - 	 - 
Q#392 - >WHL22.319117.0	superfamily	207646	10	130	3.13587e-76	225.58	cl02565	RGS superfamily	 - 	 - 
Q#393 - >WHL22.575487.0	superfamily	206804	1	182	4.76466e-71	218.578	cl00053	PTPc superfamily	N	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	616	650	6.82756e-07	48.3435	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	697	732	3.55383e-06	46.4175	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	656	691	4.45798e-06	46.0323	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	452	492	5.13816e-06	46.0323	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209463	1448	1694	1.98734e-28	116.941	cl12142	7tm_2 superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	111397	328	409	3.50146e-13	67.7514	cl03620	HYR superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	111397	169	248	4.42571e-12	64.6698	cl03620	HYR superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	207643	1387	1435	6.80751e-12	63.1717	cl02559	GPS superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	579	614	5.71907e-11	60.2439	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	497	532	1.03362e-09	56.3919	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	415	450	3.33704e-09	55.2363	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	795	823	8.55697e-07	47.9175	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	538	573	1.12763e-06	47.9175	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	111397	91	167	2.72948e-05	44.2543	cl03620	HYR superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	826	860	2.79016e-05	43.7211	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	207617	957	1030	2.8303e-05	44.2931	cl02507	SEA superfamily	C	 - 
Q#394 - >WHL22.635935.1	superfamily	209104	742	771	0.000192594	41.0799	cl09941	EGF_CA superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	111397	250	327	0.000492234	40.4023	cl03620	HYR superfamily	 - 	 - 
Q#394 - >WHL22.635935.1	superfamily	206798	55	90	0.000569792	40.1388	cl00043	CCP superfamily	N	 - 
Q#394 - >WHL22.635935.1	superfamily	209398	876	944	0.00841129	36.7118	cl11960	Ig superfamily	 - 	 - 
Q#395 - >WHL22.610140.1	superfamily	207648	511	819	1.70221e-44	162.472	cl02567	WD40 superfamily	 - 	 - 
Q#395 - >WHL22.610140.1	superfamily	128914	45	98	1.82238e-09	55.2698	cl15352	CTLH superfamily	 - 	 - 
Q#396 - >WHL22.365048.1	superfamily	212301	483	563	3.22137e-13	68.0321	cl09925	PKc_like superfamily	C	 - 
Q#397 - >WHL22.112003.1	superfamily	212190	157	204	0.000737169	38.4764	cl00321	AAT_I superfamily	C	 - 
Q#398 - >WHL22.471134.0	superfamily	208597	28	87	6.80687e-17	70.3518	cl07031	Inhibitor_I29 superfamily	 - 	 - 
Q#398 - >WHL22.471134.0	superfamily	206966	118	135	1.92092e-06	43.6884	cl00298	Peptidase_C1 superfamily	C	 - 
Q#400 - >WHL22.246805.0	superfamily	193257	44	274	2.04799e-57	196.745	cl15086	AAA_9 superfamily	 - 	 - 
Q#401 - >WHL22.120026.0	superfamily	208983	11	286	9.51595e-42	147.555	cl09121	FGGY_N superfamily	 - 	 - 
Q#402 - >WHL22.641857.0	superfamily	212169	1	167	7.22573e-78	237.509	cl00012	alpha_CA superfamily	C	 - 
Q#404 - >WHL22.639375.0	superfamily	148067	295	391	2.36131e-34	124.306	cl05643	DUF1011 superfamily	 - 	 - 
Q#405 - >WHL22.734056.0	superfamily	207754	7	157	1.3748e-40	136.689	cl02844	Arrestin_N superfamily	 - 	 - 
Q#406 - >WHL22.38100.0	superfamily	207591	412	510	5.59627e-10	57.0125	cl02429	TPR superfamily	 - 	 - 
Q#406 - >WHL22.38100.0	superfamily	207591	163	257	1.18634e-07	50.0789	cl02429	TPR superfamily	 - 	 - 
Q#406 - >WHL22.38100.0	superfamily	207591	479	578	0.00120873	37.7525	cl02429	TPR superfamily	 - 	 - 
Q#406 - >WHL22.38100.0	superfamily	207591	122	190	0.00957207	35.0561	cl02429	TPR superfamily	N	 - 
Q#410 - >WHL22.214637.0	superfamily	209300	1	157	1.87606e-52	178.627	cl11396	Patatin_and_cPLA2 superfamily	 - 	 - 
Q#411 - >WHL22.103105.0	superfamily	206866	24	142	6.73223e-60	193.236	cl00154	UBCc superfamily	 - 	 - 
Q#411 - >WHL22.103105.0	superfamily	117992	364	428	3.15808e-21	86.916	cl09692	Vps23_core superfamily	 - 	 - 
Q#411 - >WHL22.103105.0	superfamily	207188	289	365	0.00370197	35.6928	cl00750	Exonuc_VII_S superfamily	 - 	 - 
Q#413 - >WHL22.436334.0	superfamily	152354	1722	1811	2.81963e-32	123.118	cl13371	DUF3437 superfamily	 - 	 - 
Q#414 - >WHL22.147493.0	superfamily	207648	70	344	4.52342e-17	79.6539	cl02567	WD40 superfamily	 - 	 - 
Q#415 - >WHL22.720080.1	superfamily	212291	46	270	3.13317e-120	353.519	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#415 - >WHL22.720080.1	superfamily	207731	375	461	3.43886e-39	137.575	cl02786	Translation_factor_III superfamily	 - 	 - 
Q#415 - >WHL22.720080.1	superfamily	207732	284	369	6.32488e-34	122.587	cl02787	Translation_Factor_II_like superfamily	 - 	 - 
Q#417 - >WHL22.348740.0	superfamily	206808	96	285	7.71481e-93	275.674	cl00057	vWFA superfamily	 - 	 - 
Q#419 - >WHL22.636261.2	superfamily	152369	80	200	1.90013e-11	60.7941	cl13385	DUF3452 superfamily	 - 	 - 
Q#419 - >WHL22.636261.2	superfamily	202014	330	383	2.00455e-07	49.3374	cl03387	RB_A superfamily	C	 - 
Q#421 - >WHL22.572069.2	superfamily	207648	148	238	4.30665e-11	60.7792	cl02567	WD40 superfamily	N	 - 
Q#423 - >WHL22.573851.0	superfamily	207591	634	740	5.02332e-05	42.3749	cl02429	TPR superfamily	 - 	 - 
Q#424 - >WHL22.439306.0	superfamily	199305	245	368	2.17938e-46	159.655	cl00416	CS_ACL-C_CCL superfamily	C	 - 
Q#424 - >WHL22.439306.0	superfamily	207776	49	173	2.18287e-24	96.5515	cl02894	Ligase_CoA superfamily	 - 	 - 
Q#425 - >WHL22.463224.0	superfamily	206856	521	646	2.19116e-29	114.588	cl00140	SNc superfamily	 - 	 - 
Q#425 - >WHL22.463224.0	superfamily	206856	193	321	6.69397e-29	113.432	cl00140	SNc superfamily	 - 	 - 
Q#425 - >WHL22.463224.0	superfamily	206856	352	484	2.66431e-20	88.7796	cl00140	SNc superfamily	 - 	 - 
Q#425 - >WHL22.463224.0	superfamily	206856	17	145	5.26959e-17	79.1496	cl00140	SNc superfamily	 - 	 - 
Q#425 - >WHL22.463224.0	superfamily	199386	718	763	2.47269e-16	74.9419	cl02573	TUDOR superfamily	 - 	 - 
Q#426 - >WHL22.670039.2	superfamily	212301	476	729	3.6378e-58	199.685	cl09925	PKc_like superfamily	 - 	 - 
Q#426 - >WHL22.670039.2	superfamily	207631	143	264	7.55314e-30	115.949	cl02529	ANK superfamily	 - 	 - 
Q#426 - >WHL22.670039.2	superfamily	207631	238	369	2.33193e-24	100.156	cl02529	ANK superfamily	 - 	 - 
Q#426 - >WHL22.670039.2	superfamily	207631	343	414	5.20423e-08	52.0063	cl02529	ANK superfamily	C	 - 
Q#427 - >WHL22.529897.0	superfamily	209144	1	114	4.51516e-21	89.4475	cl10460	Sulfatase superfamily	N	 - 
Q#428 - >WHL22.200277.3	superfamily	194406	2	228	7.51249e-86	261.732	cl02666	KU superfamily	 - 	 - 
Q#428 - >WHL22.200277.3	superfamily	207684	261	295	2.6314e-07	46.2179	cl02640	SAP superfamily	 - 	 - 
Q#429 - >WHL22.752724.0	superfamily	155035	44	191	2.24317e-13	67.8477	cl02648	NIDO superfamily	 - 	 - 
Q#429 - >WHL22.752724.0	superfamily	207623	357	535	3.14062e-05	43.1612	cl02516	VWD superfamily	 - 	 - 
Q#430 - >WHL22.619352.1	superfamily	208564	1	148	3.12667e-80	245.245	cl06868	FNR_like superfamily	N	 - 
Q#431 - >WHL22.722825.1	superfamily	210101	16	576	4.13108e-180	523.345	cl15415	Sec1 superfamily	 - 	 - 
Q#432 - >WHL22.485141.2	superfamily	205643	462	485	0.000840317	38.1415	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#432 - >WHL22.485141.2	superfamily	205643	715	738	0.00280138	36.6007	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#432 - >WHL22.485141.2	superfamily	205643	378	403	0.00552111	35.8303	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#432 - >WHL22.485141.2	superfamily	205643	574	598	0.00708079	35.4451	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#434 - >WHL22.247195.1	superfamily	212291	1	96	4.73706e-06	45.2986	cl09099	P-loop_NTPase superfamily	N	 - 
Q#434 - >WHL22.247195.1	superfamily	191824	322	423	2.6336e-25	100.856	cl06657	OB_NTP_bind superfamily	 - 	 - 
Q#434 - >WHL22.247195.1	superfamily	198847	150	249	2.87599e-15	71.8679	cl04503	HA2 superfamily	 - 	 - 
Q#435 - >WHL22.688334.1	superfamily	206813	72	154	1.64639e-07	48.9595	cl00065	FN3 superfamily	 - 	 - 
Q#435 - >WHL22.688334.1	superfamily	206813	333	404	3.84711e-05	41.6407	cl00065	FN3 superfamily	 - 	 - 
Q#435 - >WHL22.688334.1	superfamily	206813	169	203	0.00590804	35.0923	cl00065	FN3 superfamily	C	 - 
Q#436 - >WHL22.90016.2	superfamily	212291	596	734	1.08932e-24	101.316	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#437 - >WHL22.604689.0	superfamily	201217	6	55	7.36824e-08	48.2908	cl08266	RCC1 superfamily	 - 	 - 
Q#437 - >WHL22.604689.0	superfamily	201217	135	184	1.7034e-06	44.4388	cl08266	RCC1 superfamily	 - 	 - 
Q#437 - >WHL22.604689.0	superfamily	201217	58	129	1.73358e-05	41.3572	cl08266	RCC1 superfamily	 - 	 - 
Q#439 - >WHL22.241623.0	superfamily	212209	6	84	7.58208e-24	91.5933	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#439 - >WHL22.241623.0	superfamily	207726	89	194	4.77541e-17	73.4258	cl02776	GST_C_family superfamily	 - 	 - 
Q#441 - >WHL22.758668.0	superfamily	154941	40	150	4.0319e-26	96.5016	cl02496	VPS9 superfamily	 - 	 - 
Q#442 - >WHL22.389670.1	superfamily	203303	202	278	2.58599e-28	109.992	cl05307	DUF814 superfamily	 - 	 - 
Q#442 - >WHL22.389670.1	superfamily	192880	777	821	2.86291e-11	61.5808	cl13375	DUF3441 superfamily	C	 - 
Q#443 - >WHL22.664569.0	superfamily	187091	5	388	2.8552e-106	320.637	cl11528	ACTIN superfamily	 - 	 - 
Q#444 - >WHL22.763572.0	superfamily	207616	255	361	8.12763e-07	46.5054	cl02500	ARM superfamily	 - 	 - 
Q#446 - >WHL22.469955.3	superfamily	205426	87	184	4.86542e-15	71.8811	cl16182	Hydrolase_like2 superfamily	 - 	 - 
Q#448 - >WHL22.60722.0	superfamily	209142	74	350	8.15035e-07	48.7462	cl10458	7tm_4 superfamily	 - 	 - 
Q#450 - >WHL22.219644.0	superfamily	209104	2	30	8.09961e-05	38.7135	cl09941	EGF_CA superfamily	N	 - 
Q#450 - >WHL22.219644.0	superfamily	209398	93	152	0.000127803	38.6378	cl11960	Ig superfamily	 - 	 - 
Q#451 - >WHL22.642288.2	superfamily	207754	69	201	6.36357e-25	98.1891	cl02844	Arrestin_N superfamily	 - 	 - 
Q#451 - >WHL22.642288.2	superfamily	207754	2	45	2.64307e-10	57.7228	cl02844	Arrestin_N superfamily	N	 - 
Q#453 - >WHL22.188768.0	superfamily	207591	2	84	0.000257799	36.5969	cl02429	TPR superfamily	 - 	 - 
Q#455 - >WHL22.612895.1	superfamily	212314	149	262	1.94592e-18	83.1321	cl11420	MFS superfamily	C	 - 
Q#459 - >WHL22.757086.2	superfamily	207672	163	247	1.68636e-09	54.7445	cl02616	MACPF superfamily	C	 - 
Q#460 - >WHL22.184504.0	superfamily	209463	623	867	2.05776e-22	97.6812	cl12142	7tm_2 superfamily	 - 	 - 
Q#460 - >WHL22.184504.0	superfamily	207643	558	608	1.38471e-13	67.0237	cl02559	GPS superfamily	 - 	 - 
Q#460 - >WHL22.184504.0	superfamily	209104	180	216	0.000275958	39.8691	cl09941	EGF_CA superfamily	 - 	 - 
Q#462 - >WHL22.589048.0	superfamily	206808	35	453	0	678.556	cl00057	vWFA superfamily	 - 	 - 
Q#462 - >WHL22.589048.0	superfamily	149183	637	717	1.42705e-19	84.7597	cl06832	Integrin_B_tail superfamily	 - 	 - 
Q#462 - >WHL22.589048.0	superfamily	149701	747	785	1.31452e-17	78.0269	cl07373	Integrin_b_cyt superfamily	 - 	 - 
Q#462 - >WHL22.589048.0	superfamily	210146	11	53	0.00303834	39.5297	cl15693	Sema superfamily	N	 - 
Q#463 - >WHL22.307786.1	superfamily	191120	1	134	1.99038e-53	177.081	cl04821	DUF647 superfamily	N	 - 
Q#465 - >WHL22.47726.0	superfamily	212314	12	171	1.11042e-11	64.6425	cl11420	MFS superfamily	C	 - 
Q#465 - >WHL22.47726.0	superfamily	212314	270	445	0.000433628	40.7601	cl11420	MFS superfamily	N	 - 
Q#466 - >WHL22.383712.0	superfamily	209143	109	358	2.79421e-116	341.033	cl10459	Peptidases_S8_S53 superfamily	 - 	 - 
Q#466 - >WHL22.383712.0	superfamily	203351	32	104	3.03829e-06	44.6031	cl05470	Inhibitor_I9 superfamily	 - 	 - 
Q#467 - >WHL22.317769.1	superfamily	212351	174	255	5.1966e-28	109.696	cl13995	MPP_superfamily superfamily	N	 - 
Q#467 - >WHL22.317769.1	superfamily	212351	34	119	5.16594e-24	98.5253	cl13995	MPP_superfamily superfamily	C	 - 
Q#467 - >WHL22.317769.1	superfamily	206916	362	473	2.37191e-37	134.422	cl00228	HIT_like superfamily	 - 	 - 
Q#467 - >WHL22.317769.1	superfamily	191058	492	571	1.52619e-24	98.4931	cl04666	CwfJ_C_2 superfamily	 - 	 - 
Q#468 - >WHL22.33802.0	superfamily	207295	57	132	0.00145643	36.0789	cl01037	EamA superfamily	N	 - 
Q#469 - >WHL22.215733.0	superfamily	192467	34	139	8.96963e-36	121.395	cl10863	NEP superfamily	 - 	 - 
Q#471 - >WHL22.701660.0	superfamily	208297	11	70	0.000126325	36.8124	cl05087	Complex1_LYR_1 superfamily	 - 	 - 
Q#472 - >WHL22.7485.0	superfamily	111397	100	131	8.71271e-08	45.4099	cl03620	HYR superfamily	N	 - 
Q#473 - >WHL22.583962.0	superfamily	201385	55	202	1.99478e-65	209.859	cl08279	Peptidase_M16 superfamily	 - 	 - 
Q#473 - >WHL22.583962.0	superfamily	203199	207	391	1.28665e-40	144.931	cl08432	Peptidase_M16_C superfamily	 - 	 - 
Q#474 - >WHL22.73761.6	superfamily	207617	121	212	1.67144e-05	43.1375	cl02507	SEA superfamily	 - 	 - 
Q#476 - >WHL22.327001.1	superfamily	201133	153	271	1.49935e-31	119.509	cl02837	CPSase_L_chain superfamily	 - 	 - 
Q#476 - >WHL22.327001.1	superfamily	208889	545	651	3.09427e-30	115.972	cl08365	Biotin_carb_C superfamily	 - 	 - 
Q#476 - >WHL22.327001.1	superfamily	207834	327	479	1.5731e-08	53.8218	cl03087	ATP-grasp_4 superfamily	 - 	 - 
Q#479 - >WHL22.210681.0	superfamily	206793	98	131	1.54162e-05	43.2386	cl00034	BBOX superfamily	C	 - 
Q#479 - >WHL22.210681.0	superfamily	206793	31	79	0.00343167	36.3051	cl00034	BBOX superfamily	 - 	 - 
Q#481 - >WHL22.714944.2	superfamily	207653	86	141	6.67178e-09	51.7809	cl02572	PIPKc superfamily	N	 - 
Q#482 - >WHL22.374624.1	superfamily	206991	8	148	1.63125e-72	216.128	cl00334	Ribosomal_S9 superfamily	 - 	 - 
Q#483 - >WHL22.173168.0	superfamily	212314	82	473	4.97712e-28	113.563	cl11420	MFS superfamily	 - 	 - 
Q#484 - >WHL22.320910.1	superfamily	209157	119	162	5.98115e-07	43.7435	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#484 - >WHL22.320910.1	superfamily	209157	96	135	1.31286e-06	42.537	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#484 - >WHL22.320910.1	superfamily	209157	39	73	0.00015025	37.1951	cl10508	Ldl_recept_b superfamily	 - 	 - 
Q#486 - >WHL22.433450.0	superfamily	212314	73	244	1.38678e-11	64.6425	cl11420	MFS superfamily	C	 - 
Q#486 - >WHL22.433450.0	superfamily	212314	358	497	3.34918e-09	57.3237	cl11420	MFS superfamily	N	 - 
Q#487 - >WHL22.110526.0	superfamily	207648	12	214	2.26741e-52	172.487	cl02567	WD40 superfamily	C	 - 
Q#488 - >WHL22.327314.2	superfamily	209904	422	451	1.29908e-06	47.0032	cl14812	PIN_SF superfamily	C	 - 
Q#489 - >WHL22.116813.0	superfamily	199489	140	194	1.36288e-06	45.2732	cl15278	TSP_1 superfamily	 - 	 - 
Q#489 - >WHL22.116813.0	superfamily	199489	79	135	3.24322e-06	44.1176	cl15278	TSP_1 superfamily	 - 	 - 
Q#489 - >WHL22.116813.0	superfamily	199489	28	76	0.000193264	39.11	cl15278	TSP_1 superfamily	 - 	 - 
Q#489 - >WHL22.116813.0	superfamily	199489	199	252	0.00111023	36.7988	cl15278	TSP_1 superfamily	 - 	 - 
Q#490 - >WHL22.549860.1	superfamily	207726	92	217	4.10769e-48	156.219	cl02776	GST_C_family superfamily	 - 	 - 
Q#490 - >WHL22.549860.1	superfamily	212209	3	78	4.6511e-30	107.931	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#493 - >WHL22.296757.1	superfamily	211462	195	387	5.9669e-46	160.361	cl12031	Esterase_lipase superfamily	 - 	 - 
Q#495 - >WHL22.26687.0	superfamily	197827	118	155	7.30258e-05	38.2677	cl02725	CARP superfamily	 - 	 - 
Q#495 - >WHL22.26687.0	superfamily	197827	80	117	0.00113323	35.1861	cl02725	CARP superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	237	262	3.84446e-05	40.8379	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	266	290	8.17911e-05	39.6823	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	209	234	8.67173e-05	39.6823	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	181	206	0.000256607	38.5267	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	321	346	0.000385842	37.7563	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	349	374	0.000419125	37.7563	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#496 - >WHL22.11541.4	superfamily	205643	294	318	0.00125676	36.2155	cl16282	zf-H2C2_2 superfamily	 - 	 - 
Q#497 - >WHL22.268842.0	superfamily	203013	5	34	1.88547e-08	46.8502	cl04519	zf-HIT superfamily	 - 	 - 
Q#499 - >WHL22.510817.0	superfamily	211468	703	837	4.03209e-28	111.259	cl15770	TIR_2 superfamily	 - 	 - 
Q#499 - >WHL22.510817.0	superfamily	197506	593	645	6.51429e-11	59.367	cl15307	LRRCT superfamily	 - 	 - 
Q#499 - >WHL22.510817.0	superfamily	199167	105	303	0.00403189	38.7236	cl15309	LRR_RI superfamily	N	 - 
Q#499 - >WHL22.510817.0	superfamily	199167	409	521	0.00457282	38.7236	cl15309	LRR_RI superfamily	N	 - 
Q#500 - >WHL22.292329.0	superfamily	212201	22	107	2.959e-19	83.0777	cl00360	5-FTHF_cyc-lig superfamily	N	 - 
Q#503 - >WHL22.16586.0	superfamily	207603	15	125	8.04464e-31	114.253	cl02464	ArfGap superfamily	 - 	 - 
Q#504 - >WHL22.591213.1	superfamily	209142	70	187	9.96133e-05	42.5683	cl10458	7tm_4 superfamily	C	 - 
Q#505 - >WHL22.421854.0	superfamily	210079	14	61	5.07023e-07	47.3894	cl15348	RING superfamily	 - 	 - 
Q#505 - >WHL22.421854.0	superfamily	206793	146	187	0.00836252	34.7643	cl00034	BBOX superfamily	 - 	 - 
Q#506 - >WHL22.357718.0	superfamily	206827	59	117	1.06881e-18	79.2314	cl00084	homeodomain superfamily	 - 	 - 
Q#506 - >WHL22.357718.0	superfamily	146451	368	384	0.00231486	35.4127	cl08404	OAR superfamily	 - 	 - 
Q#507 - >WHL22.276882.0	superfamily	207741	71	329	2.82032e-38	138.939	cl02808	RT_like superfamily	 - 	 - 
Q#508 - >WHL22.135677.0	superfamily	207629	42	170	5.36093e-42	146.096	cl02525	Band_7 superfamily	 - 	 - 
Q#509 - >WHL22.555964.0	superfamily	209921	54	176	1.98378e-38	133.857	cl14883	Lipase superfamily	C	 - 
Q#511 - >WHL22.691002.0	superfamily	209031	145	336	1.7103e-36	132.447	cl09537	Galactosyl_T superfamily	 - 	 - 
Q#512 - >WHL22.680318.0	superfamily	212199	60	252	4.42132e-67	212.869	cl00357	NAT_SF superfamily	 - 	 - 
Q#513 - >WHL22.332096.0	superfamily	201040	25	96	3.59814e-16	70.745	cl02813	Mito_carr superfamily	N	 - 
Q#513 - >WHL22.332096.0	superfamily	201040	99	218	3.0312e-13	62.6558	cl02813	Mito_carr superfamily	 - 	 - 
Q#514 - >WHL22.104657.0	superfamily	209873	190	423	8.84658e-59	194.932	cl14615	PI-PLCc_GDPD_SF superfamily	 - 	 - 
Q#516 - >WHL22.331251.3	superfamily	206793	108	144	2.61646e-05	41.6978	cl00034	BBOX superfamily	 - 	 - 
